screen_name,description,url,followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot,ff_ratio,modified_date,last_numeric,sn_length,sn_digitcount,sn_lastone,desc_length,diversity,null_url
PrinceOfAllBots,IT IS I THE PRINCE OF ALL SAIYANS VEGETA. NOW I'M THE PRINCE OF TWITTER AND NO ONE CAN STOP ME [Nappa: accept Kakarot] EXCEPT KAKA...OH GODDAMN IT NAPPA,http://t.co/U2nJLq3gzV,2,1,1,1,0,3,0,0,0,Prince Vegeta,1,1090,2013-09-06,False,13,0,54,150,50,1
timoreilly,"Founder and CEO, O'Reilly Media. Watching the alpha geeks, sharing their stories, helping the future unfold.",http://t.co/5086iX7oyT,3,3,3,3,1,3,0,0,0,Tim O'Reilly,0,1708,2007-03-27,False,8,0,60,106,34,1
ashleyokwuosa,Warm as the sun dipped in black.,https://t.co/Fy1Rf1c07o,2,3,1,3,0,3,0,0,1,Ashley,0,527,2010-08-26,False,11,0,36,30,31,1
"""MelPogoMap""","""Rare and strong Pok_mon in Melbourne. See more Pok_mon at https://t.co/AIfJgXLtG7""","""https://t.co/AIfJgXLtG7""",2,0,1,1,0,3,1,0,0,"""Melbourne Pok_ Alert""",1,1637,2017-11-02,False,10,0,26,81,29,1
BabellingBorges,"Each book contains four hundred ten pages; each page, forty lines; each line, approximately eighty black letters.",,1,0,2,0,0,3,1,0,0,Jorge Borges,1,1295,2013-10-27,False,13,0,54,111,28,0
cichlid_papers,"Twitterbot of cichlid PubMed papers (inspired by @fly_papers). Image Astatotilapia calliptera, K. Woodhouse. Curated by @domino_joyce.",,1,0,1,0,0,1,0,0,0,Cichlid Papers,1,1439,2014-09-18,False,12,0,54,132,33,0
vitamin_A_paper,"Twitter feed of #vitaminA papers published in #PubMed, + related content ranging from basic science to global health. #retinoids too! Curated by @robin_clugston",,2,2,1,1,0,1,1,0,0,Vitamin A papers,1,609,2015-09-21,False,13,0,53,158,28,0
meadowgroove,"Barrister, wannabe interior designer, general messer. I get panicky when running low on mayonnaise.",,2,3,2,3,0,3,1,0,0,finnk,0,587,2009-02-17,False,10,0,40,97,29,0
jaysean,Jay Sean. Singer/Songwriter. Sony Music.,https://t.co/dbynGXPvyJ,3,3,3,3,1,3,0,0,0,Jay Sean,0,1632,2009-12-08,False,5,0,49,38,40,1
ReggieEvans30,never depend on nobody but myself.,https://t.co/GHrUZJLiqw,3,2,3,2,1,3,0,0,0,ReggieEvans30,0,1482,2009-08-23,True,11,2,0,32,39,1
jajlang,"Defining a new API is easy, all you need is a thesaurus! Special thanks to SCOTUS for refusing cert on Oracle v. Google. (by @alicemazzy)",https://t.co/xoih6a0ldc,0,0,1,0,0,2,1,0,0,JAJ Ain't Java!,1,1105,2015-07-02,False,5,0,42,135,26,1
uncarvedblock64,,,0,1,0,3,0,0,1,0,0,Brian M,0,181,2015-04-12,True,13,2,4,1,50,0
badjokebot,Q: What do you call a cross between badjokebot and father? A: dadjokebot // by @thricedotted // answer blocking userscript in link!,https://t.co/TQmCQfw2tC,1,0,2,0,0,3,1,0,0,badjokebot,1,1541,2014-03-13,False,8,0,55,129,34,1
TheSiliconHill,"A curated collection of news and opinions on DC's #startup ecosystem, #DCtech, and all things technology-related affecting the #DC metro area.",https://t.co/q6G9yPKphE,3,3,3,3,0,3,1,0,1,The Silicon Hill,1,747,2015-04-19,False,12,0,47,140,26,1
TimoteoPRogers,"Starting out Investor | 13 years old and I'm going to do something in this world, if its the last thing I do | Trying to start a record Label.",,0,1,0,2,0,0,0,0,1,Timothy P. Rogers,0,663,2016-11-08,False,12,0,54,140,33,0
Wild_Programmer,,,0,1,0,0,0,0,1,1,0,Shivam Arora,0,207,2016-06-17,False,13,0,53,1,34,0
lilychumley,,,0,2,1,3,0,1,1,1,0,Lily Chumley,0,362,2011-04-11,False,9,0,60,1,27,0
JC_pathogenomic,I'm a Bot. I post interesting papers. Maintained by @happy_khan,,1,2,1,0,0,1,0,0,0,Journal Club Bot,1,496,2014-12-23,False,13,0,38,61,50,0
"""funghoulI""","""19""","""https://t.co/7doVYn8PAO""",2,2,1,3,0,2,0,0,1,"""kris""",0,996,2015-12-03,False,9,0,26,2,36,1
LarryNoble_DC,"General Counsel, @CampaignLegal, CNN contributor; Formerly: Adj Prof GW Law; Counsel, Skadden, Arps; Exec Dir, CRP; General Counsel, FEC. Views are mine.",,2,1,2,1,0,0,1,0,0,Larry Noble,0,1098,2012-08-05,False,11,0,12,151,48,0
TWWiFi,#Tech company #connecting New Yorkers with Free #WiFi in #NYC underground #subway stations. Follow @TransitWireless for updates on wireless service!,http://t.co/ku40zkjtfl,2,3,2,3,0,2,0,0,0,NYC Subway TWWiFi,0,849,2014-08-22,False,4,0,44,146,21,1
catherinedwyer,,,1,2,1,2,0,1,1,0,0,catherine dwyer,0,591,2009-02-20,False,12,0,53,1,33,0
koiseujn20,Without forgiveness; there's no future.,,0,3,0,2,0,1,0,0,0,Malati Sharma,1,41,2015-01-01,True,8,2,0,37,51,0
Miv4t_,"Department of History, College Students",https://t.co/WlbJ9Rrwr5,3,0,3,2,0,1,0,0,1,Miv4t,0,1947,2015-12-31,False,4,1,26,37,51,1
goldenratiobot,nature is beautiful! i'm a bot that tweets 5x/day. built by @lanewinfield,,2,0,2,1,0,1,1,0,0,Golden Ratio Bot,1,1456,2016-09-01,False,12,0,55,71,33,0
ngthaohuong97,Female,None,0,0,0,0,0,0,0,0,0,Helen Nguyen,1,547,2015-12-22,True,11,2,7,4,23,0
"""lenirvana666""","""""",null,0,0,0,1,0,0,1,1,0,"""Far-West""",1,493,2012-07-25,False,12,3,26,0,20,0
9GAG,9GAG is the best content platform for millennials _Ñ¢ Share your content with our 150M global audience _Ñ¢ email creation@9gag.com _Ñ¢ https://t.co/aMQ9pLLhWB,http://t.co/B5GZFPUXYM,3,0,3,3,1,3,0,0,0,9GAG,0,2014,2008-10-01,False,2,1,16,156,29,1
slexander_coys,,,0,1,0,2,0,1,1,0,0,Simon Alexander,0,421,2014-07-10,False,12,0,54,1,40,0
rosalinemckeit4,,None,0,1,0,0,0,0,1,1,0,Rosaline Mckeithan,1,151,2017-03-12,True,13,1,4,1,41,0
iaminigomontoya,Hello. My name is Inigo Montoya. I retired on 11/1/2014. Built by @muffinista,http://t.co/PNEHu0iLOs,2,0,2,0,0,3,1,0,0,Inigo Montoya,1,1867,2009-10-14,False,13,0,36,75,9,1
hacktheban,Matching creatives and technologists with organizations supporting the muslim and immigrant communities. Join us on February 25th Brooklyn @CUNY_CLEAR,https://t.co/V7EEv8dONj,2,3,1,3,0,1,1,0,1,Hack the Ban,0,543,2017-02-02,False,8,0,49,148,34,1
JackMax002,,,1,1,0,0,0,0,1,0,1,Jack Maxwell,1,646,2017-03-13,True,8,3,2,1,34,0
wizkhalifa,Taylor Gang,https://t.co/EOmm9unqCt,3,3,3,2,1,3,0,0,0,Wiz Khalifa,0,1950,2009-02-07,False,8,0,36,9,34,1
zorinlynx,A somewhat geeky South Florida lynx. UNIX kitty. Cyclist. A little weird sometimes... Yes I'm the FluffMUCK Zorin :),https://t.co/mwyXj3SVDe,2,2,2,3,0,3,0,0,0,Lynxius Flufficus,1,775,2008-06-17,False,7,0,59,114,44,1
"""BTCMaster""","""http://t.co/LE3L2byhNF Bitcoin Social Network http://t.co/mSWMGoXxzo""","""https://t.co/yFVmT1Fgiq""",2,1,2,1,0,3,0,0,0,"""Bitcoin Master""",1,1385,2010-04-30,False,9,0,26,68,46,1
RitterCarolyn,Director of Public Affairs & Events at the NYU Stern School of Business,,0,1,1,1,0,0,1,0,0,Carolyn Ritter,0,759,2012-02-06,False,11,0,49,69,39,0
"""SlideSource""","""An innovative, online slide and presentation management service. Your slides and presentations -- always at your fingertips.""","""https://t.co/xlQaN2GIuq""",2,3,2,2,0,2,0,0,0,"""SlideSource""",1,541,2014-09-05,False,11,0,26,124,31,1
ionekr,Computing fan.,,2,3,2,3,0,2,0,0,0,Luis Omar,0,365,2009-04-26,False,4,0,53,12,51,0
"""HendersonPkmon""","""Henderson and Boulder City Pokemon Alerts""",null,1,0,1,0,0,3,1,0,0,"""Henderson Poke Alert""",1,1416,2017-01-31,False,14,0,26,41,22,0
lohhuixin,,,0,1,0,0,0,0,1,0,1,Loh Hui Xin,0,264,2013-11-06,False,7,0,49,1,32,0
BIGPitchAward,BIG Pitch collegiate innovation award seeks undergraduate and graduate solutions fitting under the theme of sustainability. By @TheOceanExch and @GASouthernBIG.,,0,1,0,2,0,0,1,0,0,BIG Pitch Award,0,285,2016-12-22,False,11,0,39,158,51,0
vikram_ghanote,,,0,2,0,1,0,1,1,1,0,Vikram Ghanote,1,223,2015-02-12,False,12,0,40,1,49,0
cmlasa,Serial retweeter; _ôÍé@TwitterTPM; _ôñ_ @BerkeleyISchool,https://t.co/D6qUGcYjWc,2,2,2,3,0,1,0,0,1,carlos _ô_‡_ôèéäóçä»‰¥Ÿè,0,844,2009-06-16,False,4,0,36,54,38,1
NoellaKarlson,Anak Auhn Rmbulan A2R,,0,1,0,2,0,0,1,0,0,Noella Karlson,1,142,2017-02-13,False,11,0,49,19,23,0
Julie_LGreen,"Chief Experience Officer of Microsoft Office Products Group. Inspired by my kids, my team, (and fashion!). Passionate about tech that makes life easier.",https://t.co/BPIrf5c2oe,2,1,2,3,1,1,1,0,0,Julie Larson-Green,0,1151,2010-10-09,False,10,0,49,150,38,1
junecohen,"After 11 years at TED, I'm now launching a content incubator (watch this space...). I tweet about media, technology, science, culture & ideas.",,3,2,3,1,0,2,0,0,0,June Cohen,0,1248,2008-05-05,False,7,0,49,140,32,0
T0N0N,"Hacking, Motoring, eating, drinking.",,1,2,1,1,0,2,1,0,0,Vinicius Tonon,0,602,2008-11-24,False,3,2,23,34,16,0
EdTaters,who are us to defy all who claim to know what republicans truly want and need? #tcot,,1,0,2,1,0,3,1,0,0,Ed Taters,1,1116,2013-09-28,False,6,0,54,82,51,0
AutoCharts,"Absurd charts, twice daily. You get one flow chart and one Venn diagram. A bot by @tinysubversions",,2,0,2,0,0,1,1,0,0,Auto Charts,1,1663,2014-03-30,False,8,0,54,96,45,0
yosefo25,Photography is. I see you.,,0,2,0,2,0,0,1,0,0,Yosef Perry,1,64,2016-02-03,True,6,2,5,24,42,0
sabo_sabo21,,None,0,1,0,0,0,0,1,1,0,Sabo,1,175,2017-03-12,True,9,2,1,1,19,0
xbangtan1,Giving you a free follow and you can help me by following - @myoongi0903x -,,1,3,0,0,0,0,1,0,0,free follow read bio,1,255,2016-07-06,True,7,1,1,73,32,0
BestOfRHP,"Legitimate reviews loved by 100% people, every 30 minutes",,0,0,1,0,0,3,1,0,0,Best of RHP,1,1044,2013-11-05,False,7,0,25,55,51,0
RylGme,Stevia Corp. (OTCQB: STEV) an farm management  and healthcare company focused on the commercial development of products that support a healthy lifestyle.,,0,3,0,2,0,1,0,0,0,Rylee Garcia,1,113,2015-01-01,False,4,0,40,151,51,0
"""TravelTacticsUK""","""Hi Everyone! I'm John I'm into Bicycle Touring, Wild Camping & Coffee. Plus I have serious Wanderlust. Grab some travel advice over at my website.""","""https://t.co/Xv9TWggK2p""",2,3,1,3,0,1,0,0,0,"""TravelTactics""",1,717,2017-02-21,False,15,0,26,146,30,1
thebridgebk,The Bridge is a Brooklyn-based website dedicated to covering business in New York City's most populous and innovative borough.,https://t.co/l5BXSV6Bg0,1,1,1,1,0,0,1,0,0,The Bridge,0,677,2017-12-04,False,9,0,46,124,36,1
michellebranch,"singer/songwriter, hopeless romantic, drinker of feelings, I sing for my supper.",https://t.co/2vSKw7cmzC,3,3,3,3,1,3,0,0,0,Michelle Branch,0,1522,2007-03-30,False,12,0,43,78,26,1
IzzieStark99,,None,0,1,0,1,0,0,0,0,0,izzie starkweather,0,568,2010-10-01,True,10,2,9,1,38,0
ReadLaterBot,A helpful DM bot for saving tweets to read later. Follow me to get started. Made by @jazzychad,https://t.co/lBFSjlztwS,1,1,1,1,0,0,1,0,0,Read Later Bot,1,1043,2015-12-06,False,10,0,55,92,29,1
shawnnamusic,OFFICIAL SHAWNNA TWITTER PAGE Feature: featureshawnna2@gmail.com Booking: bookshawnna2@gmail.com New Single Getting to it https://t.co/b2XRnLTrgH,https://t.co/kCAcULIEsb,3,3,3,2,1,3,0,0,0,2 Mic Shawty,0,1143,2009-02-22,False,10,0,38,143,29,1
sobeksull,,http://t.co/DLGFlSRx9Z,1,2,0,0,0,0,1,0,0,Kevin Sullivan,0,533,2011-12-04,False,7,0,47,1,32,1
botsrcool,All the reasons bots like me are so cool. A bot by @lalanl #botALLY,,1,0,2,2,0,3,1,0,0,Bots r cool,1,1321,2014-04-03,False,7,0,47,65,32,0
JustToSayBot,you were probably saving them for breakfast. srry.,http://t.co/jzW78xdOk4,2,2,2,0,0,3,1,0,0,This Is Just to Say,1,1025,2013-07-13,False,10,0,55,48,38,1
TheNotoriousMMA,Two division UFC World Champion. Two division Cage Warriors World Champion. Making history EVERYDAY!! #NOTORIOUS #EIRE,,3,2,3,3,1,2,0,0,0,Conor McGregor,0,1866,2011-09-07,False,13,0,10,116,34,0
jonas_ent,Official Twitter for all things Jonas,,3,3,3,2,1,2,0,0,0,Jonas Enterprises,0,1745,2009-03-13,False,7,0,55,35,44,0
kaitlynbharris,CHS Senior_™ê_ sc- kaitlynbrookeh,,2,2,0,3,0,1,1,0,1,KHarris,0,860,2014-05-19,False,12,0,54,31,33,0
KimKardashian,,https://t.co/bM4eYwSJCx,3,1,3,0,1,3,0,0,0,Kim Kardashian West,0,2004,2009-03-19,False,11,0,49,1,23,1
NixieBot,"I'm a twitterised, neon display, clock. Tweet with #NixieBotShowMe and a word, full guide on tumblr. Be patient with long queues. Queue : Empty",https://t.co/h5bo56WsnJ,2,0,2,1,0,3,0,0,0,Your Words In Neon,1,1604,2015-05-10,False,6,0,55,141,42,1
faq_walkthrough,Spoiler-free expert advice for all games. Bot.,http://t.co/XiJgjEjk06,2,0,2,0,0,1,1,0,0,Game Walkthroughs,1,1502,2013-11-26,False,13,0,43,44,41,1
busaao,"quer ir no Planeta Terra e ’± tem ingressos? o onibus mudou, mas suas chances continuam as mesmas.Siga o novo bus’£o: http://t.co/0kD9W9ocdA",http://t.co/0C9qUsxCEc,1,3,0,0,0,1,1,0,0,Bus U Only Live Once,0,394,2011-02-06,False,4,0,50,138,38,1
realmadrid,"Cuenta oficial del Real Madrid C.F., ENGLISH @realmadriden, FRANäAIS @realmadridfra, _______ @realmadridarab, ___ @realmadridjapan.",http://t.co/VGvV5OwvOJ,3,1,3,1,1,3,0,0,0,Real Madrid C. F.,0,2003,2008-05-22,False,8,0,39,129,24,1
biorxiv_cancer,,,1,0,1,0,0,0,1,0,0,bioRxiv Cancer Bio,1,1295,2016-07-01,False,12,0,53,1,33,0
Janina,actor. musician. geek.,https://t.co/r5CYIBdI9Q,3,3,3,3,1,3,0,0,0,janina gavankar,0,1413,2006-11-18,False,4,0,36,20,21,1
apioth10,,,1,3,1,2,0,1,0,0,0,Darfur Matters,0,226,2014-04-29,True,6,2,0,1,51,0
"""one_piece_meige""","""One piece_______One piece___Twitter________bot___1_______________________________________________________________________________________________RT_____________""",null,3,3,2,0,0,3,1,0,0,"""_______bot""",1,1217,2010-12-30,False,15,0,26,160,15,0
MMRAW,DIRECTOR/ CHOREOGRAPHER/,https://t.co/VUXSDG9JiT,3,2,3,2,1,1,1,0,0,MIA MICHAELS,0,1625,2009-04-29,False,3,0,33,22,34,1
iurimatias,"Developer of Embark, a framework for Ethereum Dapps.  Passionate for Ethereum, Bitcoin, and client-side development. Productivity Fanatic. D",https://t.co/XXB1gFhJf2,2,2,2,3,0,1,0,0,0,iuri matias,0,977,2009-03-26,False,8,0,54,138,24,1
loveastrologers,Pt. N.K.Joshi is a Qualified Astrologer & a popular well experienced person. Pt.N.K.Joshi always effortlessly work on the services that we are provided.,http://t.co/XhBHXRsKI4,2,3,2,0,0,2,1,0,0,Pt. N.K. Joshi,1,399,2013-01-08,False,13,0,54,150,16,1
chinesphere,,,0,1,0,0,0,0,1,1,0,Chinesphere,1,247,2016-07-22,False,9,0,40,1,27,0
UrviBhuwania,Instagram : @ub1305,,1,2,1,2,0,0,0,0,0,Urvi Bhuwania,0,601,2009-06-16,False,10,0,36,17,38,0
two_artists,"like @TwoHeadlines but musical artists //  one, two artists kneel before you, that's what i said now  // by @thricedotted",https://t.co/62Fl9ZOSob,0,0,1,2,0,1,1,0,0,Two Artists,1,1236,2014-12-02,False,9,0,54,119,27,1
spiraesthetic,Soothing geometric animation | also on tumblr https://t.co/ePT1RNRNrC | bot by @mewo2,https://t.co/AHh9S3qJXv,1,0,2,0,0,1,1,0,0,Spiraesthetic,1,1237,2016-03-27,False,11,0,38,83,23,1
greshambarrett,Director of Stewardship @newspring,http://t.co/VPQarNVz,2,3,2,1,1,1,0,0,0,greshambarrett,0,819,2008-07-24,False,12,0,55,32,20,1
bot_things,by @dbaker_h // avatar courtesy of @GenerateAFace,,1,0,2,1,0,2,0,0,0,botbot,1,1186,2014-06-14,False,8,0,54,47,45,0
YourADickRD,Reminding Richard Dawkins that hes a dick.,,0,0,1,0,0,1,1,0,0,Your A Dick,1,1086,2014-02-21,False,9,0,13,40,46,0
SaveHumanities,Daily tips on how to stop the crisis in the humanities. Real solutions! (Machine Generated by @samplereality),,2,0,2,0,0,2,1,0,0,Save the Humanities,1,1692,2013-12-07,False,12,0,54,107,33,0
cihpom,,,1,1,0,3,0,2,1,0,0,__,1,873,2015-12-30,False,4,0,48,1,51,0
ActuallyNPH,"I dig variety acts, Pixar, puppets, prestidigitation, immersive theatre, game shows, theme parks, my family and great meals. Not necessarily in that order.",https://t.co/c8ibVF0Lfq,3,1,3,2,1,2,0,0,0,Neil Patrick Harris,0,1998,2009-11-16,False,9,0,17,153,46,1
NBCF,"National Breast Cancer Foundation's mission is to provide help & hope to those affected by breast cancer through early detection, education, & support services.",http://t.co/KBbK9uvlun,2,3,3,3,1,2,0,0,0,NBCF,0,1140,2008-10-13,False,2,0,15,158,51,1
DungeonCrawlr,massive coop dungeon crawl // help a cool cat get out of the dungeon with direction words. starts at floor 27. ends at floor 0. by @lichlike / @tylercallich,,1,2,2,2,0,2,0,0,0,DungeonCrawlr.emoji,1,652,2015-10-07,False,11,0,53,154,39,0
NRPS_papers,Twitterbot of nonribosomal or nrps or non-ribosomal in #Pubmed created and curated by jem.stach@ncl.ac.uk,,1,0,1,0,0,1,1,0,0,NRPSpapers,1,1173,2014-09-23,False,9,0,54,103,46,0
"""linadbg""","""Relationships are made of talk - and talk is for girls and women.""",null,3,3,2,3,0,3,1,0,0,"""Lina""",0,755,2014-09-08,False,7,0,26,65,44,0
hartman_rob,,None,0,2,0,1,0,0,1,1,0,Rob Hartman,1,192,2012-11-09,False,9,0,37,1,36,0
syntacticfoam,"CMML specializes in the science and technology of lightweight composites, especially syntactic foams, tailored for dynamic loading conditions.",https://t.co/rirdA9U5ul,0,1,0,1,0,0,1,0,1,Nikhil Gupta,0,687,2017-02-12,False,11,0,48,140,31,1
Zzt_ebooks,,http://t.co/imtWxaLcE1,1,0,1,0,0,1,1,0,0,Zzt ebooks,1,1433,2013-08-24,False,8,0,54,1,45,1
PYRAMID_CEO,CEO PYRAMID OVERLORD ä_æ BUSINESS ANALYSIS FOR FINANCIAL DOMINATION ä_æ ALL WILL BOW BEFORE BIG DATA OPTIMIZATION  ä_æ LINKEDIN MASTERBEING,,1,1,2,0,0,1,1,0,0,CEO PYRAMID OVERLORD,1,874,2014-07-16,False,9,0,24,137,51,0
MuseumBot,"I am a bot that tweets a random high-res Open Access image from the Metropolitan Museum of Art, four times a day. // by @tinysubversions",http://t.co/qTVWPkaIgo,2,0,2,1,0,2,1,0,0,Museum Bot,1,1806,2014-05-20,False,7,0,55,134,44,1
sai88848,,,0,1,0,1,0,0,1,1,0,Siva Sai,0,417,2016-03-19,True,6,5,8,1,18,0
wizarding_names,"brand-new wizardly names hourly: bot by @aisamanra, idea by @WarrenIsDead: https://t.co/iDARozsM5X",,0,0,1,0,0,2,0,0,0,Wizarding Names,1,1127,2016-10-12,False,13,0,54,96,34,0
PleaseRapAbout,"If you follow me and tweet a word to me, I will reply with a freestyle äóñ RT if you like it! I am a bot by @studiomoniker",,2,0,2,2,0,3,0,0,0,PleaseRapAbout,1,1607,2014-11-15,False,12,0,55,120,40,0
HankAzaria,"Actor, Simpsons voice guy and Determined to Succeed supporter",http://t.co/Qdpydv2hB5,3,2,3,2,1,2,0,0,0,Hank Azaria,0,1558,2009-11-05,False,8,0,36,59,34,1
GodbyJean,,,0,1,0,0,0,0,1,1,0,Jean Godby,1,488,2014-05-21,False,7,0,49,1,51,0
UncleRUSH,"Download my free app, #MeditationMadeSimple in the Apple App Store and GooglePlay Store today.",https://t.co/m0DSbmXUeo,3,3,3,3,1,3,0,0,0,Russell Simmons,0,1837,2009-03-18,False,7,0,17,92,44,1
foodie_dems,bot by @ckolderup Ü€é#botALLY Ü€éoriginals by https://t.co/2hvCgSnJWA,,0,0,1,0,0,1,1,0,0,Foodie Democrats,1,1123,2016-02-02,False,9,0,54,67,27,0
sarakipin,Illustration and Visual Development Recent graduate from MICA skipin@mica.edu https://t.co/Lbb6raUeln,https://t.co/0BzwKLOyCz,2,1,2,2,0,0,0,0,1,Sara Kipin,0,1240,2016-12-12,False,7,0,49,99,32,1
Janea00,_ù_,https://t.co/0NBJpez4oj,1,1,0,1,0,1,0,0,0,Janea,0,659,2009-08-05,True,5,2,0,1,26,1
uzmani90,"Engineer, Musician, Maker.",http://t.co/aM6nBA5A0s,1,2,0,0,0,0,1,0,0,M. Haris Usmani,0,456,2014-11-05,True,6,2,0,24,51,1
sailorclones,A bot by @ckolderup #botALLY,,1,0,1,0,0,3,0,0,0,Sailor Clones,1,1276,2014-04-04,False,10,0,54,26,29,0
vedang_singh,meh,,1,3,1,2,0,0,1,0,1,vedang singh,0,322,2012-10-16,False,10,0,43,1,38,0
MarlaQ93,The Official Lucy Liu Twitter Account,,0,3,0,2,0,1,0,0,0,Marla Anderson,1,89,2015-01-01,True,6,2,3,35,42,0
MakeAGifOf,"People like to tweet Someone should make a GIF of [blah]. This tweets [blah], once an hour. By @tinysubversions",,1,0,1,0,0,2,1,0,0,Make a GIF of...,1,1197,2013-10-15,False,8,0,41,109,45,0
SrizanKozu,student,https://t.co/rbnNnP4eyz,0,3,0,2,0,0,1,0,0,Srizan kozu,0,148,2016-05-01,False,8,0,56,5,45,1
Favstar_Bot,"Sign in to https://t.co/MnVChP1Mqe for notifications. If you need help, ask @Favstar",https://t.co/mTXrwVx6bq,3,0,3,1,0,4,1,0,0,Favstar Bot _ôÖç,1,1938,2010-12-05,False,9,0,55,82,36,1
adityacdurai,Engineer by Degree | Designer by Passion | Geek at Heart,https://t.co/iWOCWBTbYa,1,1,2,2,0,2,0,0,1,Aditya C,0,812,2013-01-08,False,10,0,44,54,21,1
thescript,"If we don't all stand together, we will fall... https://t.co/nWDVb7tvpy",https://t.co/evNR2qPzBQ,3,3,3,3,1,3,0,0,0,the script,0,1256,2008-03-25,False,7,0,55,69,44,1
dungeon_bot,"Forever trapped, a bot-wanderer walks through an infinite dungeon. Created by @jeffthompson_",http://t.co/iQ4DLkQtuN,2,0,2,0,0,3,0,0,0,Dungeon Bot,1,1477,2013-12-14,False,9,0,55,90,36,1
everybird_,Tweeting every bird in the English language. Task will complete in 2016.,,1,0,2,0,0,3,1,0,0,every bird,1,1366,2014-06-20,False,8,0,26,70,34,0
questlove,my radio show is https://t.co/PX7KZfPQty  follow it @QLS. my food venture @Cook4Quest is cool too. & the drums uv always wanted 4 ur kids is here! @thepocketkit,http://t.co/P6bx9kOudU,3,3,3,2,1,3,0,0,1,Questlove Gomez,0,1573,2008-05-29,False,7,0,40,158,44,1
achanchani,"Aam aadmi, seriously! Single Malt Lover, Happily married ;-) Loves Goa & Mahabaleshwar. Cricket & Food. Sachin is Still God!",,1,2,1,3,0,2,1,0,0,Animesh Chanchani,0,586,2009-04-29,False,8,0,44,122,7,0
howardlindzon,"Co-Founder and Chairman of @Stocktwits, GP of Social Leverage, Wallstrip creator (acquired by $CBS), Momentum, Stocks & LOL hunter..Love Popcorn",https://t.co/6i5SJxRgqC,3,3,3,3,1,1,0,0,1,howardlindzon,0,1465,2007-07-16,False,11,0,49,142,31,1
MateenYasin,22 | Electrical Engineering from LUMS | Football | Music | Friends | GYM,,2,2,0,2,0,1,0,0,0,Mateen Yasin,0,810,2011-05-14,False,9,0,49,70,27,0
pomological,i'm a bot tweeting random images from the pomological watercolor collection in the usda's national agricultural library. unofficial. my dad is @xor.,https://t.co/os9FJRUn5v,2,0,2,2,0,2,1,0,0,old fruit pictures,1,1716,2015-05-18,False,9,0,47,146,27,1
9999999KM,Hello. My name is KM. I'm a nerd and proud of it.,http://t.co/DDaGkJDW8W,2,3,2,0,0,2,0,0,0,KM,0,813,2011-06-24,False,7,7,22,47,1,1
engsgp,"SG entrepreneur based in Thailand. Lover of Thai food, wine, and beer. Work off excesses by spinning in gym. Retweet not = endorsement",,1,2,1,3,0,1,1,0,0,eng ong,0,725,2011-03-06,False,4,0,51,132,38,0
EveryGem,Looking for the hidden gems among @everyword's tweets. Task will complete when you people start favoriting. Bot by @ckolderup #botALLY,,0,0,1,0,0,1,1,0,0,Every Gem,1,1238,2014-06-07,False,6,0,48,132,42,0
